Year,Month,County,2012 Census Population,Population 18+ Estimate, Registry Enrollments,% Eligible Population Enrolled,OPO,Location,Chart Month
2009,3,Jefferson,116229,90287,16420,18.19,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",03 (Mar)
2009,3,Kings,2504700,1945651,102244,5.26,New York Organ Donor Network,"(40.65642, -73.950691)",03 (Mar)
2009,3,Lewis,27087,21041,3949,18.77,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",03 (Mar)
2009,3,Livingston,65393,50797,8088,15.92,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",03 (Mar)
2009,3,Madison,73442,57050,7508,13.16,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",03 (Mar)
2009,3,Monroe,744344,578206,72189,12.48,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",03 (Mar)
2009,3,Montgomery,50219,39010,4762,12.21,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",03 (Mar)
2009,3,Nassau,1339532,1040548,86496,8.31,New York Organ Donor Network,"(40.715749, -73.601185)",03 (Mar)
2009,3,New York,1585873,1231906,177589,14.42,New York Organ Donor Network,"(40.726966, -74.005966)",03 (Mar)
2009,3,Niagara,216469,168153,34267,20.38,UNYTS,"(43.134634, -78.856419)",03 (Mar)
2009,3,Oneida,234878,182453,12497,6.85,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",03 (Mar)
2009,3,Onondaga,467026,362786,48965,13.5,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",03 (Mar)
2009,3,Ontario,107931,83841,15120,18.03,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",03 (Mar)
2009,3,Orange,372813,289601,29530,10.2,New York Organ Donor Network,"(41.422459, -74.241929)",03 (Mar)
2009,3,Orleans,42883,33312,1349,4.05,UNYTS,"(43.248394, -78.218438)",03 (Mar)
2009,3,Oswego,122109,94854,13197,13.91,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",03 (Mar)
2009,3,Otsego,62259,48363,8836,18.27,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",03 (Mar)
2009,3,Out of State,0,0,181,0,,,03 (Mar)
2009,3,Putnam,99710,77455,10240,13.22,New York Organ Donor Network,"(41.41131, -73.717443)",03 (Mar)
2009,3,Queens,2230722,1732825,70554,4.07,New York Organ Donor Network,"(40.749338, -73.789673)",03 (Mar)
2009,3,Rensselaer,159429,123844,15373,12.41,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",03 (Mar)
2009,3,Richmond,468730,364109,22509,6.18,New York Organ Donor Network,"(40.566763, -74.148102)",03 (Mar)
2009,3,Rockland,311687,242118,18402,7.6,New York Organ Donor Network,"(41.127287, -74.017033)",03 (Mar)
2009,3,Saratoga,219607,170591,35156,20.61,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",03 (Mar)
2009,3,Schenectady,154727,120192,19694,16.39,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",03 (Mar)
2009,3,Schoharie,32749,25439,4563,17.94,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",03 (Mar)
2009,3,Schuyler,18343,14249,2305,16.18,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",03 (Mar)
2009,3,Seneca,35251,27383,2132,7.79,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",03 (Mar)
2009,3,Steuben,98990,76895,14375,18.69,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",03 (Mar)
2009,3,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",03 (Mar)
2009,3,Suffolk,1493350,1160034,143776,12.39,New York Organ Donor Network,"(40.820237, -73.119032)",03 (Mar)
2009,3,Sullivan,77547,60239,5659,9.39,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",03 (Mar)
2009,3,Tioga,51125,39714,7509,18.91,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",03 (Mar)
2009,3,Tompkins,101564,78895,21684,27.48,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",03 (Mar)
2009,3,TOTAL NYS,19378102,15052907,1576465,10.47,,,03 (Mar)
2009,3,Ulster,182493,141761,18205,12.84,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",03 (Mar)
2009,3,Unknown,0,0,6868,0,,,03 (Mar)
2009,3,Warren,65707,51041,7237,14.18,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",03 (Mar)
2009,3,Washington,63216,49106,5946,12.11,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",03 (Mar)
2009,3,Wayne,93772,72842,9161,12.58,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",03 (Mar)
2009,3,Westchester,949113,737271,67013,9.09,New York Organ Donor Network,"(41.039278, -73.805386)",03 (Mar)
2009,3,Wyoming,42155,32746,6640,20.28,UNYTS,"(42.723641, -78.204473)",03 (Mar)
2009,3,Yates,25348,19690,3511,17.83,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",03 (Mar)
2009,2,Albany,304204,236306,29788,12.61,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",02 (Feb)
2009,2,Allegany,48946,38021,6413,16.87,UNYTS,"(42.226801, -78.020567)",02 (Feb)
2009,2,Bronx,1385108,1075952,46232,4.3,New York Organ Donor Network,"(40.85589, -73.868294)",02 (Feb)
2009,2,Broome,200600,155826,24235,15.55,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",02 (Feb)
2009,2,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",02 (Feb)
2009,2,Cayuga,80026,62164,7394,11.89,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",02 (Feb)
2009,2,Chautauqua,134905,104794,23327,22.26,UNYTS,"(42.246904, -79.315313)",02 (Feb)
2009,2,Chemung,88830,69003,11812,17.12,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",02 (Feb)
2009,2,Chenango,50477,39211,5509,14.05,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",02 (Feb)
2009,2,Clinton,82128,63797,10796,16.92,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",02 (Feb)
2009,2,Columbia,63096,49013,10109,20.63,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",02 (Feb)
2009,2,Cortland,49336,38324,6992,18.24,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",02 (Feb)
2009,2,Delaware,47980,37271,4280,11.48,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",02 (Feb)
2009,2,Dutchess,297488,231089,30702,13.29,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",02 (Feb)
2009,2,Erie,919040,713910,111288,15.59,UNYTS,"(42.888143, -78.795544)",02 (Feb)
2009,2,Essex,39370,30583,5399,17.65,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",02 (Feb)
2009,2,Franklin,51599,40082,6013,15,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",02 (Feb)
2009,2,Fulton,55531,43136,5607,13,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",02 (Feb)
2009,2,Genesee,60079,46669,8889,19.05,UNYTS,"(43.000121, -78.172679)",02 (Feb)
2009,2,Greene,49221,38235,5948,15.56,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",02 (Feb)
2009,2,Hamilton,4836,3757,583,15.52,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",02 (Feb)
2009,2,Herkimer,64519,50118,6612,13.19,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",02 (Feb)
2009,2,Jefferson,116229,90287,16252,18,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",02 (Feb)
2009,2,Kings,2504700,1945651,100861,5.18,New York Organ Donor Network,"(40.65642, -73.950691)",02 (Feb)
2009,2,Lewis,27087,21041,3925,18.65,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",02 (Feb)
2009,2,Livingston,65393,50797,8027,15.8,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",02 (Feb)
2009,2,Madison,73442,57050,7436,13.03,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",02 (Feb)
2009,2,Monroe,744344,578206,71712,12.4,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",02 (Feb)
2009,2,Montgomery,50219,39010,4731,12.13,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",02 (Feb)
2009,2,Nassau,1339532,1040548,85743,8.24,New York Organ Donor Network,"(40.715749, -73.601185)",02 (Feb)
2009,2,New York,1585873,1231906,175940,14.28,New York Organ Donor Network,"(40.726966, -74.005966)",02 (Feb)
2009,2,Niagara,216469,168153,34031,20.24,UNYTS,"(43.134634, -78.856419)",02 (Feb)
2009,2,Oneida,234878,182453,12383,6.79,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",02 (Feb)
2009,2,Onondaga,467026,362786,48538,13.38,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",02 (Feb)
2009,2,Ontario,107931,83841,14988,17.88,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",02 (Feb)
2009,2,Orange,372813,289601,29256,10.1,New York Organ Donor Network,"(41.422459, -74.241929)",02 (Feb)
2009,2,Orleans,42883,33312,1341,4.03,UNYTS,"(43.248394, -78.218438)",02 (Feb)
2009,2,Oswego,122109,94854,13092,13.8,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",02 (Feb)
2009,2,Otsego,62259,48363,8768,18.13,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",02 (Feb)
2009,2,Out of State,0,0,181,0,,,02 (Feb)
2009,2,Putnam,99710,77455,10168,13.13,New York Organ Donor Network,"(41.41131, -73.717443)",02 (Feb)
2009,2,Queens,2230722,1732825,69529,4.01,New York Organ Donor Network,"(40.749338, -73.789673)",02 (Feb)
2009,2,Rensselaer,159429,123844,15151,12.23,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",02 (Feb)
2009,2,Richmond,468730,364109,22259,6.11,New York Organ Donor Network,"(40.566763, -74.148102)",02 (Feb)
2009,2,Rockland,311687,242118,18231,7.53,New York Organ Donor Network,"(41.127287, -74.017033)",02 (Feb)
2009,2,Saratoga,219607,170591,34906,20.46,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",02 (Feb)
2009,2,Schenectady,154727,120192,19533,16.25,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",02 (Feb)
2009,2,Schoharie,32749,25439,4538,17.84,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",02 (Feb)
2009,2,Schuyler,18343,14249,2286,16.04,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",02 (Feb)
2009,2,Seneca,35251,27383,2100,7.67,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",02 (Feb)
2009,2,Steuben,98990,76895,14297,18.59,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",02 (Feb)
2009,2,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",02 (Feb)
2009,2,Suffolk,1493350,1160034,142795,12.31,New York Organ Donor Network,"(40.820237, -73.119032)",02 (Feb)
2009,2,Sullivan,77547,60239,5596,9.29,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",02 (Feb)
2009,2,Tioga,51125,39714,7470,18.81,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",02 (Feb)
2009,2,Tompkins,101564,78895,21552,27.32,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",02 (Feb)
2009,2,TOTAL NYS,19378102,15052907,1562513,10.38,,,02 (Feb)
2009,2,Ulster,182493,141761,18059,12.74,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",02 (Feb)
2009,2,Unknown,0,0,6798,0,,,02 (Feb)
2009,2,Warren,65707,51041,7187,14.08,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",02 (Feb)
2009,2,Washington,63216,49106,5880,11.97,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",02 (Feb)
2009,2,Wayne,93772,72842,9102,12.5,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",02 (Feb)
2009,2,Westchester,949113,737271,66397,9.01,New York Organ Donor Network,"(41.039278, -73.805386)",02 (Feb)
2009,2,Wyoming,42155,32746,6607,20.18,UNYTS,"(42.723641, -78.204473)",02 (Feb)
2009,2,Yates,25348,19690,3500,17.78,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",02 (Feb)
2009,1,Albany,304204,236306,29511,12.49,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",01 (Jan)
2009,1,Allegany,48946,38021,6387,16.8,UNYTS,"(42.226801, -78.020567)",01 (Jan)
2009,1,Bronx,1385108,1075952,45529,4.23,New York Organ Donor Network,"(40.85589, -73.868294)",01 (Jan)
2009,1,Broome,200600,155826,24075,15.45,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",01 (Jan)
2009,1,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",01 (Jan)
2009,1,Cayuga,80026,62164,7339,11.81,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",01 (Jan)
2009,1,Chautauqua,134905,104794,23246,22.18,UNYTS,"(42.246904, -79.315313)",01 (Jan)
2009,1,Chemung,88830,69003,11746,17.02,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",01 (Jan)
2009,1,Chenango,50477,39211,5483,13.98,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",01 (Jan)
2009,1,Clinton,82128,63797,10718,16.8,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",01 (Jan)
2009,1,Columbia,63096,49013,10054,20.51,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",01 (Jan)
2009,1,Cortland,49336,38324,6963,18.17,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",01 (Jan)
2009,1,Delaware,47980,37271,4253,11.41,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",01 (Jan)
2009,1,Dutchess,297488,231089,30478,13.19,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",01 (Jan)
2009,1,Erie,919040,713910,110446,15.47,UNYTS,"(42.888143, -78.795544)",01 (Jan)
2009,1,Essex,39370,30583,5371,17.56,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",01 (Jan)
2009,1,Franklin,51599,40082,5968,14.89,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",01 (Jan)
2009,1,Fulton,55531,43136,5572,12.92,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",01 (Jan)
2009,1,Genesee,60079,46669,8841,18.94,UNYTS,"(43.000121, -78.172679)",01 (Jan)
2009,1,Greene,49221,38235,5932,15.51,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",01 (Jan)
2009,1,Hamilton,4836,3757,577,15.36,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",01 (Jan)
2009,1,Herkimer,64519,50118,6567,13.1,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",01 (Jan)
2009,1,Jefferson,116229,90287,16128,17.86,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",01 (Jan)
2009,1,Kings,2504700,1945651,99589,5.12,New York Organ Donor Network,"(40.65642, -73.950691)",01 (Jan)
2009,1,Lewis,27087,21041,3902,18.54,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",01 (Jan)
2009,1,Livingston,65393,50797,7971,15.69,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",01 (Jan)
2009,1,Madison,73442,57050,7377,12.93,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",01 (Jan)
2009,1,Monroe,744344,578206,71342,12.34,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",01 (Jan)
2009,1,Montgomery,50219,39010,4712,12.08,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",01 (Jan)
2009,1,Nassau,1339532,1040548,84860,8.16,New York Organ Donor Network,"(40.715749, -73.601185)",01 (Jan)
2009,1,New York,1585873,1231906,174348,14.15,New York Organ Donor Network,"(40.726966, -74.005966)",01 (Jan)
2009,1,Niagara,216469,168153,33816,20.11,UNYTS,"(43.134634, -78.856419)",01 (Jan)
2009,1,Oneida,234878,182453,12271,6.73,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",01 (Jan)
2009,1,Onondaga,467026,362786,48163,13.28,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",01 (Jan)
2009,1,Ontario,107931,83841,14885,17.75,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",01 (Jan)
2009,1,Orange,372813,289601,28992,10.01,New York Organ Donor Network,"(41.422459, -74.241929)",01 (Jan)
2009,1,Orleans,42883,33312,1333,4,UNYTS,"(43.248394, -78.218438)",01 (Jan)
2009,1,Oswego,122109,94854,13011,13.72,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",01 (Jan)
2009,1,Otsego,62259,48363,8711,18.01,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",01 (Jan)
2009,1,Out of State,0,0,181,0,,,01 (Jan)
2009,1,Putnam,99710,77455,10080,13.01,New York Organ Donor Network,"(41.41131, -73.717443)",01 (Jan)
2009,1,Queens,2230722,1732825,68643,3.96,New York Organ Donor Network,"(40.749338, -73.789673)",01 (Jan)
2009,1,Rensselaer,159429,123844,14998,12.11,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",01 (Jan)
2009,1,Richmond,468730,364109,22052,6.06,New York Organ Donor Network,"(40.566763, -74.148102)",01 (Jan)
2009,1,Rockland,311687,242118,18070,7.46,New York Organ Donor Network,"(41.127287, -74.017033)",01 (Jan)
2009,1,Saratoga,219607,170591,34694,20.34,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",01 (Jan)
2009,1,Schenectady,154727,120192,19381,16.13,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",01 (Jan)
2009,1,Schoharie,32749,25439,4518,17.76,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",01 (Jan)
2009,1,Schuyler,18343,14249,2275,15.97,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",01 (Jan)
2009,1,Seneca,35251,27383,2079,7.59,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",01 (Jan)
2009,1,Steuben,98990,76895,14215,18.49,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",01 (Jan)
2009,1,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",01 (Jan)
2009,1,Suffolk,1493350,1160034,141867,12.23,New York Organ Donor Network,"(40.820237, -73.119032)",01 (Jan)
2009,1,Sullivan,77547,60239,5548,9.21,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",01 (Jan)
2009,1,Tioga,51125,39714,7418,18.68,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",01 (Jan)
2009,1,Tompkins,101564,78895,21429,27.16,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",01 (Jan)
2009,1,TOTAL NYS,19378102,15052907,1549919,10.3,,,01 (Jan)
2009,1,Ulster,182493,141761,17941,12.66,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",01 (Jan)
2009,1,Unknown,0,0,6747,0,,,01 (Jan)
2009,1,Warren,65707,51041,7150,14.01,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",01 (Jan)
2009,1,Washington,63216,49106,5847,11.91,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",01 (Jan)
2009,1,Wayne,93772,72842,9052,12.43,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",01 (Jan)
2009,1,Westchester,949113,737271,65770,8.92,New York Organ Donor Network,"(41.039278, -73.805386)",01 (Jan)
2009,1,Wyoming,42155,32746,6577,20.08,UNYTS,"(42.723641, -78.204473)",01 (Jan)
2009,1,Yates,25348,19690,3481,17.68,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",01 (Jan)
2008,12,Albany,304204,236306,29300,12.4,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",12 (Dec)
2008,12,Allegany,48946,38021,6350,16.7,UNYTS,"(42.226801, -78.020567)",12 (Dec)
2008,12,Bronx,1385108,1075952,44903,4.17,New York Organ Donor Network,"(40.85589, -73.868294)",12 (Dec)
2008,12,Broome,200600,155826,23967,15.38,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",12 (Dec)
2008,12,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",12 (Dec)
2008,12,Cayuga,80026,62164,7287,11.72,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",12 (Dec)
