pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date
2504700,11 (Nov),Kings,9.54,"(40.65642, -73.950691)",11,New York Organ Donor Network,1945651,185582,2011,01,2011-11-01
27087,11 (Nov),Lewis,28.48,"(43.785537, -75.446296)",11,Finger Lakes Donor Recovery Network,21041,5993,2011,01,2011-11-01
65393,11 (Nov),Livingston,25.44,"(42.763754, -77.765392)",11,Finger Lakes Donor Recovery Network,50797,12924,2011,01,2011-11-01
73442,11 (Nov),Madison,22.95,"(42.986917, -75.720031)",11,Finger Lakes Donor Recovery Network,57050,13092,2011,01,2011-11-01
744344,11 (Nov),Monroe,21.55,"(43.161748, -77.620143)",11,Finger Lakes Donor Recovery Network,578206,124590,2011,01,2011-11-01
50219,11 (Nov),Montgomery,19.32,"(42.933637, -74.341972)",11,Center for Donation and Transplant in New York,39010,7535,2011,01,2011-11-01
1339532,11 (Nov),Nassau,15.74,"(40.715749, -73.601185)",11,New York Organ Donor Network,1040548,163833,2011,01,2011-11-01
1585873,11 (Nov),New York,22.71,"(40.726966, -74.005966)",11,New York Organ Donor Network,1231906,279744,2011,01,2011-11-01
216469,11 (Nov),Niagara,30.53,"(43.134634, -78.856419)",11,UNYTS,168153,51330,2011,01,2011-11-01
234878,11 (Nov),Oneida,13.87,"(43.149482, -75.361773)",11,Center for Donation and Transplant in New York,182453,25310,2011,01,2011-11-01
467026,11 (Nov),Onondaga,23.8,"(43.065629, -76.168033)",11,Finger Lakes Donor Recovery Network,362786,86339,2011,01,2011-11-01
107931,11 (Nov),Ontario,29.56,"(42.894571, -77.252045)",11,Finger Lakes Donor Recovery Network,83841,24781,2011,01,2011-11-01
372813,11 (Nov),Orange,17.7,"(41.422459, -74.241929)",11,New York Organ Donor Network,289601,51273,2011,01,2011-11-01
42883,11 (Nov),Orleans,6.44,"(43.248394, -78.218438)",11,UNYTS,33312,2146,2011,01,2011-11-01
122109,11 (Nov),Oswego,21.91,"(43.39123, -76.31133)",11,Finger Lakes Donor Recovery Network,94854,20787,2011,01,2011-11-01
62259,11 (Nov),Otsego,26.14,"(42.564852, -75.060334)",11,Center for Donation and Transplant in New York,48363,12641,2011,01,2011-11-01
99710,11 (Nov),Putnam,23.31,"(41.41131, -73.717443)",11,New York Organ Donor Network,77455,18053,2011,01,2011-11-01
2230722,11 (Nov),Queens,7.85,"(40.749338, -73.789673)",11,New York Organ Donor Network,1732825,135955,2011,01,2011-11-01
159429,11 (Nov),Rensselaer,22.04,"(42.70098, -73.628669)",11,Center for Donation and Transplant in New York,123844,27294,2011,01,2011-11-01
468730,11 (Nov),Richmond,11.33,"(40.566763, -74.148102)",11,New York Organ Donor Network,364109,41241,2011,01,2011-11-01
311687,11 (Nov),Rockland,14.26,"(41.127287, -74.017033)",11,New York Organ Donor Network,242118,34532,2011,01,2011-11-01
219607,11 (Nov),Saratoga,31.97,"(43.00894, -73.786779)",11,Center for Donation and Transplant in New York,170591,54545,2011,01,2011-11-01
154727,11 (Nov),Schenectady,26.59,"(42.809233, -73.946838)",11,Center for Donation and Transplant in New York,120192,31962,2011,01,2011-11-01
32749,11 (Nov),Schoharie,26.42,"(42.643426, -74.434606)",11,Center for Donation and Transplant in New York,25439,6721,2011,01,2011-11-01
18343,11 (Nov),Schuyler,25.74,"(42.38593, -76.872032)",11,Finger Lakes Donor Recovery Network,14249,3668,2011,01,2011-11-01
35251,11 (Nov),Seneca,13.03,"(42.833627, -76.82753)",11,Finger Lakes Donor Recovery Network,27383,3568,2011,01,2011-11-01
98990,11 (Nov),Steuben,26.85,"(42.270053, -77.324618)",11,Finger Lakes Donor Recovery Network,76895,20644,2011,01,2011-11-01
111944,11 (Nov),St Lawrence,24.33,"(44.689468, -75.242045)",11,Center for Donation and Transplant in New York,86958,21161,2011,01,2011-11-01
1493350,11 (Nov),Suffolk,20.28,"(40.820237, -73.119032)",11,New York Organ Donor Network,1160034,235218,2011,01,2011-11-01
77547,11 (Nov),Sullivan,17.16,"(41.705166, -74.711705)",11,Center for Donation and Transplant in New York,60239,10335,2011,01,2011-11-01
51125,11 (Nov),Tioga,26.78,"(42.120252, -76.29595)",11,Center for Donation and Transplant in New York,39714,10635,2011,01,2011-11-01
101564,11 (Nov),Tompkins,38.17,"(42.461024, -76.478784)",11,Finger Lakes Donor Recovery Network,78895,30115,2011,01,2011-11-01
19378102,11 (Nov),TOTAL NYS,17.44,NA,11,NA,15052907,2625879,2011,01,2011-11-01
182493,11 (Nov),Ulster,22.19,"(41.848374, -74.099412)",11,Center for Donation and Transplant in New York,141761,31451,2011,01,2011-11-01
65707,11 (Nov),Warren,21.15,"(43.403024, -73.716044)",11,Center for Donation and Transplant in New York,51041,10795,2011,01,2011-11-01
63216,11 (Nov),Washington,21.36,"(43.289513, -73.454761)",11,Center for Donation and Transplant in New York,49106,10489,2011,01,2011-11-01
93772,11 (Nov),Wayne,20.37,"(43.144336, -77.117995)",11,Finger Lakes Donor Recovery Network,72842,14837,2011,01,2011-11-01
949113,11 (Nov),Westchester,16.89,"(41.039278, -73.805386)",11,New York Organ Donor Network,737271,124546,2011,01,2011-11-01
42155,11 (Nov),Wyoming,28.55,"(42.723641, -78.204473)",11,UNYTS,32746,9350,2011,01,2011-11-01
25348,11 (Nov),Yates,26.74,"(42.634338, -77.078311)",11,Finger Lakes Donor Recovery Network,19690,5266,2011,01,2011-11-01
80317,08 (Aug),Cattauragus,35.71,"(42.224267, -78.606673)",8,UNYTS,62390,22278,2011,01,2011-08-01
304204,10 (Oct),Albany,21.23,"(42.678066, -73.814233)",10,Center for Donation and Transplant in New York,236306,50157,2011,01,2011-10-01
48946,10 (Oct),Allegany,24.96,"(42.226801, -78.020567)",10,UNYTS,38021,9491,2011,01,2011-10-01
1385108,10 (Oct),Bronx,8.05,"(40.85589, -73.868294)",10,New York Organ Donor Network,1075952,86664,2011,01,2011-10-01
200600,10 (Oct),Broome,24.44,"(42.122015, -75.933191)",10,Center for Donation and Transplant in New York,155826,38088,2011,01,2011-10-01
80317,10 (Oct),Cattauragus,35.71,"(42.224267, -78.606673)",10,UNYTS,62390,22278,2011,01,2011-10-01
80026,10 (Oct),Cayuga,20.69,"(42.940095, -76.560755)",10,Finger Lakes Donor Recovery Network,62164,12864,2011,01,2011-10-01
134905,10 (Oct),Chautauqua,29.46,"(42.246904, -79.315313)",10,UNYTS,104794,30869,2011,01,2011-10-01
88830,10 (Oct),Chemung,26.69,"(42.116644, -76.812331)",10,Finger Lakes Donor Recovery Network,69003,18416,2011,01,2011-10-01
50477,10 (Oct),Chenango,21.16,"(42.481798, -75.570013)",10,Finger Lakes Donor Recovery Network,39211,8296,2011,01,2011-10-01
82128,10 (Oct),Clinton,25.47,"(44.731944, -73.548883)",10,Center for Donation and Transplant in New York,63797,16246,2011,01,2011-10-01
63096,10 (Oct),Columbia,28.66,"(42.276913, -73.682168)",10,Center for Donation and Transplant in New York,49013,14048,2011,01,2011-10-01
49336,10 (Oct),Cortland,25.98,"(42.597101, -76.143291)",10,Finger Lakes Donor Recovery Network,38324,9955,2011,01,2011-10-01
47980,10 (Oct),Delaware,19.39,"(42.242972, -74.997944)",10,Center for Donation and Transplant in New York,37271,7226,2011,01,2011-10-01
297488,10 (Oct),Dutchess,21.54,"(41.686216, -73.840468)",10,Center for Donation and Transplant in New York,231089,49767,2011,01,2011-10-01
919040,10 (Oct),Erie,25.85,"(42.888143, -78.795544)",10,UNYTS,713910,184528,2011,01,2011-10-01
39370,10 (Oct),Essex,27.41,"(44.166026, -73.685145)",10,Center for Donation and Transplant in New York,30583,8382,2011,01,2011-10-01
51599,10 (Oct),Franklin,23.82,"(44.705699, -74.340621)",10,Center for Donation and Transplant in New York,40082,9548,2011,01,2011-10-01
55531,10 (Oct),Fulton,20.22,"(43.06014, -74.331296)",10,Center for Donation and Transplant in New York,43136,8723,2011,01,2011-10-01
60079,10 (Oct),Genesee,27.72,"(43.000121, -78.172679)",10,UNYTS,46669,12937,2011,01,2011-10-01
49221,10 (Oct),Greene,24.14,"(42.298326, -73.973376)",10,Center for Donation and Transplant in New York,38235,9231,2011,01,2011-10-01
4836,10 (Oct),Hamilton,27.1,"(43.618468, -74.395268)",10,Center for Donation and Transplant in New York,3757,1018,2011,01,2011-10-01
64519,10 (Oct),Herkimer,23.18,"(43.070026, -74.994246)",10,Center for Donation and Transplant in New York,50118,11619,2011,01,2011-10-01
116229,10 (Oct),Jefferson,27.75,"(44.019295, -75.898971)",10,Finger Lakes Donor Recovery Network,90287,25052,2011,01,2011-10-01
2504700,10 (Oct),Kings,9.38,"(40.65642, -73.950691)",10,New York Organ Donor Network,1945651,182421,2011,01,2011-10-01
27087,10 (Oct),Lewis,28.1,"(43.785537, -75.446296)",10,Finger Lakes Donor Recovery Network,21041,5913,2011,01,2011-10-01
65393,10 (Oct),Livingston,25.14,"(42.763754, -77.765392)",10,Finger Lakes Donor Recovery Network,50797,12769,2011,01,2011-10-01
73442,10 (Oct),Madison,22.54,"(42.986917, -75.720031)",10,Finger Lakes Donor Recovery Network,57050,12860,2011,01,2011-10-01
744344,10 (Oct),Monroe,21.25,"(43.161748, -77.620143)",10,Finger Lakes Donor Recovery Network,578206,122851,2011,01,2011-10-01
50219,10 (Oct),Montgomery,19.05,"(42.933637, -74.341972)",10,Center for Donation and Transplant in New York,39010,7432,2011,01,2011-10-01
1339532,10 (Oct),Nassau,15.52,"(40.715749, -73.601185)",10,New York Organ Donor Network,1040548,161474,2011,01,2011-10-01
1585873,10 (Oct),New York,22.38,"(40.726966, -74.005966)",10,New York Organ Donor Network,1231906,275683,2011,01,2011-10-01
216469,10 (Oct),Niagara,30.2,"(43.134634, -78.856419)",10,UNYTS,168153,50777,2011,01,2011-10-01
234878,10 (Oct),Oneida,13.57,"(43.149482, -75.361773)",10,Center for Donation and Transplant in New York,182453,24760,2011,01,2011-10-01
467026,10 (Oct),Onondaga,23.38,"(43.065629, -76.168033)",10,Finger Lakes Donor Recovery Network,362786,84835,2011,01,2011-10-01
107931,10 (Oct),Ontario,29.15,"(42.894571, -77.252045)",10,Finger Lakes Donor Recovery Network,83841,24443,2011,01,2011-10-01
372813,10 (Oct),Orange,17.48,"(41.422459, -74.241929)",10,New York Organ Donor Network,289601,50629,2011,01,2011-10-01
42883,10 (Oct),Orleans,6.34,"(43.248394, -78.218438)",10,UNYTS,33312,2113,2011,01,2011-10-01
122109,10 (Oct),Oswego,21.52,"(43.39123, -76.31133)",10,Finger Lakes Donor Recovery Network,94854,20417,2011,01,2011-10-01
62259,10 (Oct),Otsego,25.85,"(42.564852, -75.060334)",10,Center for Donation and Transplant in New York,48363,12501,2011,01,2011-10-01
99710,10 (Oct),Putnam,22.97,"(41.41131, -73.717443)",10,New York Organ Donor Network,77455,17788,2011,01,2011-10-01
2230722,10 (Oct),Queens,7.71,"(40.749338, -73.789673)",10,New York Organ Donor Network,1732825,133655,2011,01,2011-10-01
159429,10 (Oct),Rensselaer,21.7,"(42.70098, -73.628669)",10,Center for Donation and Transplant in New York,123844,26871,2011,01,2011-10-01
468730,10 (Oct),Richmond,11.13,"(40.566763, -74.148102)",10,New York Organ Donor Network,364109,40529,2011,01,2011-10-01
311687,10 (Oct),Rockland,14.04,"(41.127287, -74.017033)",10,New York Organ Donor Network,242118,34005,2011,01,2011-10-01
219607,10 (Oct),Saratoga,31.57,"(43.00894, -73.786779)",10,Center for Donation and Transplant in New York,170591,53860,2011,01,2011-10-01
154727,10 (Oct),Schenectady,26.24,"(42.809233, -73.946838)",10,Center for Donation and Transplant in New York,120192,31543,2011,01,2011-10-01
32749,10 (Oct),Schoharie,26.27,"(42.643426, -74.434606)",10,Center for Donation and Transplant in New York,25439,6682,2011,01,2011-10-01
18343,10 (Oct),Schuyler,25.34,"(42.38593, -76.872032)",10,Finger Lakes Donor Recovery Network,14249,3611,2011,01,2011-10-01
35251,10 (Oct),Seneca,12.84,"(42.833627, -76.82753)",10,Finger Lakes Donor Recovery Network,27383,3515,2011,01,2011-10-01
98990,10 (Oct),Steuben,26.53,"(42.270053, -77.324618)",10,Finger Lakes Donor Recovery Network,76895,20398,2011,01,2011-10-01
111944,10 (Oct),St Lawrence,24.33,"(44.689468, -75.242045)",10,Center for Donation and Transplant in New York,86958,21161,2011,01,2011-10-01
1493350,10 (Oct),Suffolk,20.01,"(40.820237, -73.119032)",10,New York Organ Donor Network,1160034,232127,2011,01,2011-10-01
77547,10 (Oct),Sullivan,16.9,"(41.705166, -74.711705)",10,Center for Donation and Transplant in New York,60239,10180,2011,01,2011-10-01
51125,10 (Oct),Tioga,26.54,"(42.120252, -76.29595)",10,Center for Donation and Transplant in New York,39714,10541,2011,01,2011-10-01
101564,10 (Oct),Tompkins,37.69,"(42.461024, -76.478784)",10,Finger Lakes Donor Recovery Network,78895,29737,2011,01,2011-10-01
19378102,10 (Oct),TOTAL NYS,17.2,NA,10,NA,15052907,2588666,2011,01,2011-10-01
182493,10 (Oct),Ulster,21.88,"(41.848374, -74.099412)",10,Center for Donation and Transplant in New York,141761,31014,2011,01,2011-10-01
65707,10 (Oct),Warren,20.87,"(43.403024, -73.716044)",10,Center for Donation and Transplant in New York,51041,10653,2011,01,2011-10-01
63216,10 (Oct),Washington,21.04,"(43.289513, -73.454761)",10,Center for Donation and Transplant in New York,49106,10330,2011,01,2011-10-01
93772,10 (Oct),Wayne,20.07,"(43.144336, -77.117995)",10,Finger Lakes Donor Recovery Network,72842,14620,2011,01,2011-10-01
949113,10 (Oct),Westchester,16.65,"(41.039278, -73.805386)",10,New York Organ Donor Network,737271,122766,2011,01,2011-10-01
42155,10 (Oct),Wyoming,28.31,"(42.723641, -78.204473)",10,UNYTS,32746,9269,2011,01,2011-10-01
25348,10 (Oct),Yates,26.5,"(42.634338, -77.078311)",10,Finger Lakes Donor Recovery Network,19690,5218,2011,01,2011-10-01
304204,09 (Sep),Albany,20.91,"(42.678066, -73.814233)",9,Center for Donation and Transplant in New York,236306,49410,2011,01,2011-09-01
48946,09 (Sep),Allegany,24.69,"(42.226801, -78.020567)",9,UNYTS,38021,9389,2011,01,2011-09-01
1385108,09 (Sep),Bronx,7.93,"(40.85589, -73.868294)",9,New York Organ Donor Network,1075952,85295,2011,01,2011-09-01
200600,09 (Sep),Broome,24.11,"(42.122015, -75.933191)",9,Center for Donation and Transplant in New York,155826,37577,2011,01,2011-09-01
80317,09 (Sep),Cattauragus,35.71,"(42.224267, -78.606673)",9,UNYTS,62390,22278,2011,01,2011-09-01
80026,09 (Sep),Cayuga,20.4,"(42.940095, -76.560755)",9,Finger Lakes Donor Recovery Network,62164,12683,2011,01,2011-09-01
134905,09 (Sep),Chautauqua,29.23,"(42.246904, -79.315313)",9,UNYTS,104794,30627,2011,01,2011-09-01
88830,09 (Sep),Chemung,26.25,"(42.116644, -76.812331)",9,Finger Lakes Donor Recovery Network,69003,18113,2011,01,2011-09-01
50477,09 (Sep),Chenango,20.93,"(42.481798, -75.570013)",9,Finger Lakes Donor Recovery Network,39211,8208,2011,01,2011-09-01
82128,09 (Sep),Clinton,25.17,"(44.731944, -73.548883)",9,Center for Donation and Transplant in New York,63797,16056,2011,01,2011-09-01
63096,09 (Sep),Columbia,28.41,"(42.276913, -73.682168)",9,Center for Donation and Transplant in New York,49013,13925,2011,01,2011-09-01
49336,09 (Sep),Cortland,25.68,"(42.597101, -76.143291)",9,Finger Lakes Donor Recovery Network,38324,9841,2011,01,2011-09-01
47980,09 (Sep),Delaware,19.08,"(42.242972, -74.997944)",9,Center for Donation and Transplant in New York,37271,7111,2011,01,2011-09-01
297488,09 (Sep),Dutchess,21.28,"(41.686216, -73.840468)",9,Center for Donation and Transplant in New York,231089,49181,2011,01,2011-09-01
919040,09 (Sep),Erie,25.52,"(42.888143, -78.795544)",9,UNYTS,713910,182200,2011,01,2011-09-01
39370,09 (Sep),Essex,27.03,"(44.166026, -73.685145)",9,Center for Donation and Transplant in New York,30583,8267,2011,01,2011-09-01
51599,09 (Sep),Franklin,23.5,"(44.705699, -74.340621)",9,Center for Donation and Transplant in New York,40082,9421,2011,01,2011-09-01
55531,09 (Sep),Fulton,19.94,"(43.06014, -74.331296)",9,Center for Donation and Transplant in New York,43136,8603,2011,01,2011-09-01
60079,09 (Sep),Genesee,27.4,"(43.000121, -78.172679)",9,UNYTS,46669,12788,2011,01,2011-09-01
49221,09 (Sep),Greene,23.78,"(42.298326, -73.973376)",9,Center for Donation and Transplant in New York,38235,9092,2011,01,2011-09-01
4836,09 (Sep),Hamilton,26.86,"(43.618468, -74.395268)",9,Center for Donation and Transplant in New York,3757,1009,2011,01,2011-09-01
64519,09 (Sep),Herkimer,22.85,"(43.070026, -74.994246)",9,Center for Donation and Transplant in New York,50118,11450,2011,01,2011-09-01
116229,09 (Sep),Jefferson,27.47,"(44.019295, -75.898971)",9,Finger Lakes Donor Recovery Network,90287,24803,2011,01,2011-09-01
2504700,09 (Sep),Kings,9.22,"(40.65642, -73.950691)",9,New York Organ Donor Network,1945651,179406,2011,01,2011-09-01
27087,09 (Sep),Lewis,27.85,"(43.785537, -75.446296)",9,Finger Lakes Donor Recovery Network,21041,5859,2011,01,2011-09-01
65393,09 (Sep),Livingston,24.81,"(42.763754, -77.765392)",9,Finger Lakes Donor Recovery Network,50797,12604,2011,01,2011-09-01
73442,09 (Sep),Madison,22.18,"(42.986917, -75.720031)",9,Finger Lakes Donor Recovery Network,57050,12653,2011,01,2011-09-01
744344,09 (Sep),Monroe,20.99,"(43.161748, -77.620143)",9,Finger Lakes Donor Recovery Network,578206,121337,2011,01,2011-09-01
50219,09 (Sep),Montgomery,18.8,"(42.933637, -74.341972)",9,Center for Donation and Transplant in New York,39010,7332,2011,01,2011-09-01
1339532,09 (Sep),Nassau,15.27,"(40.715749, -73.601185)",9,New York Organ Donor Network,1040548,158942,2011,01,2011-09-01
1585873,09 (Sep),New York,22.1,"(40.726966, -74.005966)",9,New York Organ Donor Network,1231906,272210,2011,01,2011-09-01
216469,09 (Sep),Niagara,29.87,"(43.134634, -78.856419)",9,UNYTS,168153,50223,2011,01,2011-09-01
234878,09 (Sep),Oneida,13.35,"(43.149482, -75.361773)",9,Center for Donation and Transplant in New York,182453,24355,2011,01,2011-09-01
467026,09 (Sep),Onondaga,23.03,"(43.065629, -76.168033)",9,Finger Lakes Donor Recovery Network,362786,83566,2011,01,2011-09-01
107931,09 (Sep),Ontario,28.76,"(42.894571, -77.252045)",9,Finger Lakes Donor Recovery Network,83841,24112,2011,01,2011-09-01
372813,09 (Sep),Orange,17.22,"(41.422459, -74.241929)",9,New York Organ Donor Network,289601,49878,2011,01,2011-09-01
42883,09 (Sep),Orleans,6.24,"(43.248394, -78.218438)",9,UNYTS,33312,2079,2011,01,2011-09-01
122109,09 (Sep),Oswego,21.2,"(43.39123, -76.31133)",9,Finger Lakes Donor Recovery Network,94854,20106,2011,01,2011-09-01
62259,09 (Sep),Otsego,25.56,"(42.564852, -75.060334)",9,Center for Donation and Transplant in New York,48363,12361,2011,01,2011-09-01
99710,09 (Sep),Putnam,22.66,"(41.41131, -73.717443)",9,New York Organ Donor Network,77455,17553,2011,01,2011-09-01
2230722,09 (Sep),Queens,7.58,"(40.749338, -73.789673)",9,New York Organ Donor Network,1732825,131309,2011,01,2011-09-01
159429,09 (Sep),Rensselaer,21.38,"(42.70098, -73.628669)",9,Center for Donation and Transplant in New York,123844,26482,2011,01,2011-09-01
468730,09 (Sep),Richmond,10.96,"(40.566763, -74.148102)",9,New York Organ Donor Network,364109,39922,2011,01,2011-09-01
311687,09 (Sep),Rockland,13.82,"(41.127287, -74.017033)",9,New York Organ Donor Network,242118,33465,2011,01,2011-09-01
219607,09 (Sep),Saratoga,31.15,"(43.00894, -73.786779)",9,Center for Donation and Transplant in New York,170591,53145,2011,01,2011-09-01
154727,09 (Sep),Schenectady,25.88,"(42.809233, -73.946838)",9,Center for Donation and Transplant in New York,120192,31105,2011,01,2011-09-01
32749,09 (Sep),Schoharie,26.02,"(42.643426, -74.434606)",9,Center for Donation and Transplant in New York,25439,6620,2011,01,2011-09-01
18343,09 (Sep),Schuyler,24.95,"(42.38593, -76.872032)",9,Finger Lakes Donor Recovery Network,14249,3555,2011,01,2011-09-01
35251,09 (Sep),Seneca,12.65,"(42.833627, -76.82753)",9,Finger Lakes Donor Recovery Network,27383,3463,2011,01,2011-09-01
98990,09 (Sep),Steuben,26.25,"(42.270053, -77.324618)",9,Finger Lakes Donor Recovery Network,76895,20185,2011,01,2011-09-01
111944,09 (Sep),St Lawrence,24.33,"(44.689468, -75.242045)",9,Center for Donation and Transplant in New York,86958,21161,2011,01,2011-09-01
